"count","datetime","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","casual","registered"
459,"2011-06-08 18:00:00",2,0,1,1,36.9,40.91,37,15.0013,61,398
384,"2011-06-08 19:00:00",2,0,1,1,33.62,40.15,59,8.9981,61,323
280,"2011-06-08 20:00:00",2,0,1,1,32.8,39.395,63,8.9981,55,225
202,"2011-06-08 21:00:00",2,0,1,1,32.8,40.15,66,8.9981,34,168
176,"2011-06-08 22:00:00",2,0,1,1,31.16,37.12,75,11.0014,37,139
116,"2011-06-08 23:00:00",2,0,1,1,31.16,37.12,75,12.998,18,98
47,"2011-06-09 00:00:00",2,0,1,2,30.34,35.605,79,8.9981,7,40
16,"2011-06-09 01:00:00",2,0,1,1,30.34,35.605,79,7.0015,3,13
6,"2011-06-09 02:00:00",2,0,1,2,29.52,35.605,84,11.0014,0,6
2,"2011-06-09 03:00:00",2,0,1,2,29.52,35.605,84,7.0015,0,2
6,"2011-06-09 04:00:00",2,0,1,2,29.52,34.85,79,6.0032,2,4
20,"2011-06-09 05:00:00",2,0,1,2,28.7,33.335,84,0,1,19
118,"2011-06-09 06:00:00",2,0,1,2,29.52,35.605,84,6.0032,13,105
314,"2011-06-09 07:00:00",2,0,1,2,29.52,34.85,79,8.9981,31,283
432,"2011-06-09 08:00:00",2,0,1,2,31.16,36.365,70,7.0015,32,400
168,"2011-06-09 09:00:00",2,0,1,1,34.44,39.395,49,0,20,148
94,"2011-06-09 10:00:00",2,0,1,1,35.26,40.91,50,19.0012,20,74
118,"2011-06-09 11:00:00",2,0,1,1,36.9,42.425,42,15.0013,36,82
140,"2011-06-09 12:00:00",2,0,1,1,37.72,42.425,35,12.998,40,100
136,"2011-06-09 13:00:00",2,0,1,1,36.9,40.91,37,6.0032,18,118
118,"2011-06-09 14:00:00",2,0,1,1,37.72,43.94,40,12.998,25,93
104,"2011-06-09 15:00:00",2,0,1,1,38.54,41.665,31,11.0014,18,86
200,"2011-06-09 16:00:00",2,0,1,1,37.72,41.665,33,8.9981,30,170
409,"2011-06-09 17:00:00",2,0,1,1,36.9,40.91,37,16.9979,54,355
466,"2011-06-09 18:00:00",2,0,1,1,36.08,40.15,39,19.0012,52,414
326,"2011-06-09 19:00:00",2,0,1,2,34.44,37.12,39,22.0028,55,271
254,"2011-06-09 20:00:00",2,0,1,2,32.8,36.365,43,12.998,40,214
171,"2011-06-09 21:00:00",2,0,1,3,31.16,34.85,52,0,29,142
153,"2011-06-09 22:00:00",2,0,1,2,30.34,34.09,58,11.0014,22,131
97,"2011-06-09 23:00:00",2,0,1,2,30.34,34.85,57,11.0014,15,82
69,"2011-06-10 00:00:00",2,0,1,3,28.7,32.575,65,15.0013,8,61
23,"2011-06-10 01:00:00",2,0,1,3,28.7,32.575,65,15.0013,5,18
13,"2011-06-10 02:00:00",2,0,1,1,27.88,31.82,69,11.0014,6,7
6,"2011-06-10 03:00:00",2,0,1,1,27.88,31.82,69,11.0014,3,3
4,"2011-06-10 04:00:00",2,0,1,1,27.06,30.305,78,11.0014,0,4
28,"2011-06-10 05:00:00",2,0,1,1,27.06,30.305,78,11.0014,0,28
104,"2011-06-10 06:00:00",2,0,1,1,27.06,30.305,78,6.0032,10,94
267,"2011-06-10 07:00:00",2,0,1,1,29.52,34.09,66,7.0015,25,242
452,"2011-06-10 08:00:00",2,0,1,1,30.34,34.09,58,8.9981,29,423
213,"2011-06-10 09:00:00",2,0,1,1,31.16,34.85,55,0,37,176
111,"2011-06-10 10:00:00",2,0,1,1,31.98,35.605,52,0,23,88
153,"2011-06-10 11:00:00",2,0,1,1,33.62,37.88,46,0,46,107
207,"2011-06-10 12:00:00",2,0,1,1,34.44,37.88,44,8.9981,40,167
189,"2011-06-10 13:00:00",2,0,1,1,34.44,37.88,44,7.0015,40,149
165,"2011-06-10 14:00:00",2,0,1,1,35.26,38.635,39,0,44,121
212,"2011-06-10 15:00:00",2,0,1,1,34.44,37.88,44,7.0015,49,163
285,"2011-06-10 16:00:00",2,0,1,1,33.62,39.395,56,19.9995,46,239
517,"2011-06-10 17:00:00",2,0,1,1,33.62,38.635,52,15.0013,63,454
463,"2011-06-10 18:00:00",2,0,1,1,32.8,38.635,59,15.0013,96,367
306,"2011-06-10 19:00:00",2,0,1,1,31.98,37.12,59,12.998,61,245
250,"2011-06-10 20:00:00",2,0,1,1,31.16,35.605,62,7.0015,53,197
218,"2011-06-10 21:00:00",2,0,1,1,31.16,36.365,66,8.9981,55,163
185,"2011-06-10 22:00:00",2,0,1,1,29.52,34.85,74,16.9979,40,145
146,"2011-06-10 23:00:00",2,0,1,1,29.52,34.85,74,11.0014,36,110
117,"2011-06-11 00:00:00",2,0,0,1,28.7,33.335,79,8.9981,28,89
77,"2011-06-11 01:00:00",2,0,0,1,28.7,33.335,79,6.0032,10,67
60,"2011-06-11 02:00:00",2,0,0,1,28.7,33.335,79,7.0015,10,50
28,"2011-06-11 03:00:00",2,0,0,1,27.88,31.82,83,6.0032,10,18
13,"2011-06-11 04:00:00",2,0,0,1,27.88,31.82,79,6.0032,4,9
16,"2011-06-11 05:00:00",2,0,0,1,27.88,31.82,74,8.9981,4,12
40,"2011-06-11 06:00:00",2,0,0,1,28.7,32.575,61,8.9981,9,31
68,"2011-06-11 07:00:00",2,0,0,1,29.52,33.335,58,12.998,18,50
143,"2011-06-11 08:00:00",2,0,0,1,30.34,34.09,58,12.998,32,111
230,"2011-06-11 09:00:00",2,0,0,1,30.34,34.09,62,8.9981,59,171
264,"2011-06-11 10:00:00",2,0,0,1,30.34,34.09,58,11.0014,91,173
325,"2011-06-11 11:00:00",2,0,0,1,31.16,35.605,62,8.9981,110,215
347,"2011-06-11 12:00:00",2,0,0,1,32.8,37.88,55,15.0013,112,235
387,"2011-06-11 13:00:00",2,0,0,1,32.8,37.88,55,12.998,150,237
380,"2011-06-11 14:00:00",2,0,0,1,33.62,38.635,49,7.0015,148,232
374,"2011-06-11 15:00:00",2,0,0,1,33.62,38.635,49,7.0015,142,232
394,"2011-06-11 16:00:00",2,0,0,2,32.8,36.365,46,12.998,169,225
337,"2011-06-11 17:00:00",2,0,0,2,30.34,34.09,58,11.0014,147,190
286,"2011-06-11 18:00:00",2,0,0,2,29.52,34.09,62,8.9981,131,155
264,"2011-06-11 19:00:00",2,0,0,1,28.7,32.575,65,12.998,97,167
275,"2011-06-11 20:00:00",2,0,0,1,27.88,31.82,74,16.9979,95,180
220,"2011-06-11 21:00:00",2,0,0,1,27.06,31.06,74,15.0013,76,144
190,"2011-06-11 22:00:00",2,0,0,1,27.06,30.305,78,15.0013,53,137
131,"2011-06-11 23:00:00",2,0,0,1,27.06,31.06,74,7.0015,24,107
119,"2011-06-12 00:00:00",2,0,0,1,27.06,30.305,78,15.0013,19,100
93,"2011-06-12 01:00:00",2,0,0,1,26.24,28.79,83,7.0015,19,74
66,"2011-06-12 02:00:00",2,0,0,1,26.24,28.79,89,16.9979,9,57
28,"2011-06-12 03:00:00",2,0,0,1,26.24,28.79,89,19.0012,8,20
14,"2011-06-12 04:00:00",2,0,0,1,25.42,28.03,88,11.0014,8,6
10,"2011-06-12 05:00:00",2,0,0,1,25.42,28.03,88,15.0013,5,5
14,"2011-06-12 06:00:00",2,0,0,1,25.42,28.03,88,7.0015,5,9
34,"2011-06-12 07:00:00",2,0,0,1,26.24,29.545,78,7.0015,7,27
92,"2011-06-12 08:00:00",2,0,0,1,28.7,33.335,74,0,28,64
182,"2011-06-12 09:00:00",2,0,0,1,29.52,34.09,66,0,75,107
311,"2011-06-12 10:00:00",2,0,0,1,31.16,35.605,58,6.0032,120,191
367,"2011-06-12 11:00:00",2,0,0,1,31.98,36.365,55,7.0015,131,236
420,"2011-06-12 12:00:00",2,0,0,1,33.62,37.88,46,0,176,244
373,"2011-06-12 13:00:00",2,0,0,1,31.98,37.12,59,19.0012,109,264
315,"2011-06-12 14:00:00",2,0,0,1,33.62,39.395,56,16.9979,96,219
360,"2011-06-12 15:00:00",2,0,0,1,32.8,38.635,59,19.9995,142,218
350,"2011-06-12 16:00:00",2,0,0,3,27.88,31.82,83,19.0012,115,235
252,"2011-06-12 17:00:00",2,0,0,3,27.88,31.82,83,19.0012,94,158
256,"2011-06-12 18:00:00",2,0,0,1,28.7,33.335,74,11.0014,69,187
223,"2011-06-12 19:00:00",2,0,0,1,28.7,33.335,74,7.0015,67,156
206,"2011-06-12 20:00:00",2,0,0,1,27.06,30.305,83,11.0014,62,144
140,"2011-06-12 21:00:00",2,0,0,1,27.06,30.305,83,7.0015,39,101
128,"2011-06-12 22:00:00",2,0,0,1,26.24,28.79,83,8.9981,31,97
107,"2011-06-12 23:00:00",2,0,0,1,26.24,29.545,78,12.998,33,74
28,"2011-06-13 00:00:00",2,0,1,1,26.24,29.545,78,8.9981,8,20
16,"2011-06-13 01:00:00",2,0,1,1,26.24,30.305,73,15.0013,6,10
10,"2011-06-13 02:00:00",2,0,1,1,25.42,29.545,73,19.0012,2,8
7,"2011-06-13 03:00:00",2,0,1,1,24.6,30.305,60,32.9975,1,6
4,"2011-06-13 04:00:00",2,0,1,1,22.96,26.515,64,19.9995,1,3
29,"2011-06-13 05:00:00",2,0,1,1,22.14,25.76,64,26.0027,2,27
105,"2011-06-13 06:00:00",2,0,1,1,22.14,25.76,64,27.9993,7,98
328,"2011-06-13 07:00:00",2,0,1,1,22.96,26.515,56,23.9994,26,302
476,"2011-06-13 08:00:00",2,0,1,1,23.78,27.275,49,30.0026,44,432
224,"2011-06-13 09:00:00",2,0,1,1,25.42,31.06,46,23.9994,35,189
118,"2011-06-13 10:00:00",2,0,1,1,26.24,31.06,41,22.0028,38,80
159,"2011-06-13 11:00:00",2,0,1,1,27.06,31.06,41,19.9995,53,106
196,"2011-06-13 12:00:00",2,0,1,1,27.06,31.06,41,19.0012,35,161
227,"2011-06-13 13:00:00",2,0,1,1,28.7,31.82,37,0,53,174
200,"2011-06-13 14:00:00",2,0,1,1,28.7,31.82,34,16.9979,55,145
185,"2011-06-13 15:00:00",2,0,1,1,28.7,31.82,37,30.0026,58,127
326,"2011-06-13 16:00:00",2,0,1,1,28.7,31.82,37,27.9993,64,262
601,"2011-06-13 17:00:00",2,0,1,1,28.7,31.82,39,22.0028,72,529
586,"2011-06-13 18:00:00",2,0,1,1,28.7,31.82,37,23.9994,76,510
423,"2011-06-13 19:00:00",2,0,1,1,27.06,31.06,39,19.0012,75,348
331,"2011-06-13 20:00:00",2,0,1,1,26.24,31.06,44,16.9979,78,253
218,"2011-06-13 21:00:00",2,0,1,1,26.24,31.06,41,16.9979,40,178
134,"2011-06-13 22:00:00",2,0,1,1,25.42,31.06,46,15.0013,20,114
89,"2011-06-13 23:00:00",2,0,1,1,25.42,31.06,46,12.998,14,75
31,"2011-06-14 00:00:00",2,0,1,1,24.6,31.06,49,12.998,13,18
13,"2011-06-14 01:00:00",2,0,1,1,24.6,31.06,49,16.9979,3,10
10,"2011-06-14 02:00:00",2,0,1,1,24.6,31.06,49,19.0012,2,8
2,"2011-06-14 03:00:00",2,0,1,1,23.78,27.275,53,22.0028,1,1
3,"2011-06-14 04:00:00",2,0,1,1,22.14,25.76,60,16.9979,0,3
26,"2011-06-14 05:00:00",2,0,1,1,22.14,25.76,56,22.0028,3,23
113,"2011-06-14 06:00:00",2,0,1,1,22.14,25.76,56,19.9995,6,107
365,"2011-06-14 07:00:00",2,0,1,1,22.96,26.515,52,27.9993,19,346
486,"2011-06-14 08:00:00",2,0,1,1,23.78,27.275,49,26.0027,45,441
193,"2011-06-14 09:00:00",2,0,1,1,25.42,31.06,46,12.998,19,174
130,"2011-06-14 10:00:00",2,0,1,1,25.42,31.06,46,15.0013,33,97
143,"2011-06-14 11:00:00",2,0,1,1,26.24,31.06,41,19.0012,40,103
169,"2011-06-14 12:00:00",2,0,1,1,26.24,31.06,41,23.9994,30,139
209,"2011-06-14 13:00:00",2,0,1,1,26.24,31.06,44,15.0013,33,176
159,"2011-06-14 14:00:00",2,0,1,2,26.24,31.06,47,12.998,41,118
178,"2011-06-14 15:00:00",2,0,1,1,26.24,31.06,47,11.0014,42,136
330,"2011-06-14 16:00:00",2,0,1,1,27.88,31.82,41,12.998,51,279
569,"2011-06-14 17:00:00",2,0,1,3,26.24,31.06,50,19.0012,85,484
538,"2011-06-14 18:00:00",2,0,1,1,25.42,31.06,51,22.0028,65,473
386,"2011-06-14 19:00:00",2,0,1,1,26.24,31.06,50,23.9994,51,335
297,"2011-06-14 20:00:00",2,0,1,1,24.6,31.06,56,11.0014,60,237
243,"2011-06-14 21:00:00",2,0,1,1,24.6,31.06,56,19.9995,37,206
188,"2011-06-14 22:00:00",2,0,1,1,23.78,27.275,60,15.0013,29,159
110,"2011-06-14 23:00:00",2,0,1,1,22.96,26.515,68,15.0013,19,91
52,"2011-06-15 00:00:00",2,0,1,1,22.96,26.515,64,23.9994,8,44
14,"2011-06-15 01:00:00",2,0,1,1,22.14,25.76,64,19.0012,0,14
9,"2011-06-15 02:00:00",2,0,1,1,21.32,25,63,15.0013,0,9
1,"2011-06-15 03:00:00",2,0,1,1,20.5,24.24,68,16.9979,0,1
4,"2011-06-15 04:00:00",2,0,1,1,20.5,24.24,63,19.0012,0,4
21,"2011-06-15 05:00:00",2,0,1,1,19.68,23.485,67,19.0012,1,20
121,"2011-06-15 06:00:00",2,0,1,1,20.5,24.24,63,16.9979,11,110
370,"2011-06-15 07:00:00",2,0,1,1,22.14,25.76,60,8.9981,22,348
498,"2011-06-15 08:00:00",2,0,1,1,23.78,27.275,53,8.9981,53,445
207,"2011-06-15 09:00:00",2,0,1,1,24.6,31.06,49,0,22,185
135,"2011-06-15 10:00:00",2,0,1,1,26.24,31.06,47,11.0014,27,108
164,"2011-06-15 11:00:00",2,0,1,1,27.88,31.82,36,0,49,115
211,"2011-06-15 12:00:00",2,0,1,1,28.7,31.82,34,15.0013,33,178
189,"2011-06-15 13:00:00",2,0,1,1,30.34,32.575,28,19.0012,43,146
178,"2011-06-15 14:00:00",2,0,1,1,30.34,32.575,28,0,50,128
164,"2011-06-15 15:00:00",2,0,1,1,31.16,33.335,27,0,33,131
312,"2011-06-15 16:00:00",2,0,1,1,31.16,33.335,27,8.9981,47,265
638,"2011-06-15 17:00:00",2,0,1,1,30.34,32.575,28,7.0015,83,555
607,"2011-06-15 18:00:00",2,0,1,1,29.52,32.575,32,8.9981,80,527
416,"2011-06-15 19:00:00",2,0,1,1,28.7,31.82,37,19.0012,54,362
330,"2011-06-15 20:00:00",2,0,1,1,27.06,31.06,44,11.0014,57,273
257,"2011-06-15 21:00:00",2,0,1,1,26.24,31.06,47,15.0013,48,209
175,"2011-06-15 22:00:00",2,0,1,1,25.42,31.06,50,7.0015,31,144
107,"2011-06-15 23:00:00",2,0,1,1,25.42,31.06,53,0,17,90
47,"2011-06-16 00:00:00",2,0,1,1,24.6,31.06,56,7.0015,9,38
17,"2011-06-16 01:00:00",2,0,1,1,23.78,27.275,60,0,4,13
5,"2011-06-16 02:00:00",2,0,1,1,24.6,31.06,56,6.0032,1,4
4,"2011-06-16 03:00:00",2,0,1,2,22.96,26.515,73,6.0032,0,4
6,"2011-06-16 04:00:00",2,0,1,2,22.96,26.515,68,7.0015,0,6
25,"2011-06-16 05:00:00",2,0,1,1,24.6,30.305,64,12.998,7,18
112,"2011-06-16 06:00:00",2,0,1,3,23.78,27.275,73,11.0014,8,104
188,"2011-06-16 07:00:00",2,0,1,3,22.96,26.515,78,11.0014,16,172
388,"2011-06-16 08:00:00",2,0,1,2,24.6,29.545,69,8.9981,24,364
261,"2011-06-16 09:00:00",2,0,1,2,25.42,30.305,65,12.998,29,232
121,"2011-06-16 10:00:00",2,0,1,2,27.06,31.06,61,16.9979,18,103
150,"2011-06-16 11:00:00",2,0,1,2,27.88,31.82,61,19.9995,33,117
206,"2011-06-16 12:00:00",2,0,1,1,29.52,33.335,54,26.0027,41,165
151,"2011-06-16 13:00:00",2,0,1,2,29.52,33.335,54,16.9979,37,114
153,"2011-06-16 14:00:00",2,0,1,2,29.52,33.335,54,22.0028,39,114
159,"2011-06-16 15:00:00",2,0,1,2,28.7,32.575,61,19.9995,32,127
294,"2011-06-16 16:00:00",2,0,1,3,27.06,31.06,69,12.998,36,258
272,"2011-06-16 17:00:00",2,0,1,2,26.24,29.545,78,7.0015,42,230
325,"2011-06-16 18:00:00",2,0,1,1,26.24,28.79,83,15.0013,26,299
327,"2011-06-16 19:00:00",2,0,1,1,25.42,28.79,83,19.0012,58,269
201,"2011-06-16 20:00:00",2,0,1,1,25.42,28.79,83,22.0028,25,176
188,"2011-06-16 21:00:00",2,0,1,3,25.42,28.79,83,16.9979,34,154
151,"2011-06-16 22:00:00",2,0,1,3,25.42,28.79,83,16.9979,24,127
16,"2011-06-16 23:00:00",2,0,1,3,24.6,28.03,83,16.9979,2,14
24,"2011-06-17 00:00:00",2,0,1,1,22.96,26.515,88,6.0032,3,21
23,"2011-06-17 01:00:00",2,0,1,1,22.96,26.515,94,8.9981,4,19
13,"2011-06-17 02:00:00",2,0,1,1,22.96,26.515,94,7.0015,2,11
6,"2011-06-17 03:00:00",2,0,1,1,22.96,26.515,94,7.0015,1,5
6,"2011-06-17 04:00:00",2,0,1,1,22.14,25.76,94,8.9981,1,5
13,"2011-06-17 05:00:00",2,0,1,1,22.14,25.76,100,0,1,12
97,"2011-06-17 06:00:00",2,0,1,1,22.96,26.515,94,0,8,89
250,"2011-06-17 07:00:00",2,0,1,1,24.6,28.03,83,0,25,225
454,"2011-06-17 08:00:00",2,0,1,2,24.6,28.03,83,0,28,426
224,"2011-06-17 09:00:00",2,0,1,1,28.7,32.575,58,12.998,28,196
170,"2011-06-17 10:00:00",2,0,1,1,28.7,32.575,58,12.998,44,126
181,"2011-06-17 11:00:00",2,0,1,1,27.88,31.82,69,16.9979,43,138
243,"2011-06-17 12:00:00",2,0,1,1,28.7,32.575,65,16.9979,49,194
204,"2011-06-17 13:00:00",2,0,1,1,30.34,34.09,62,19.0012,48,156
215,"2011-06-17 14:00:00",2,0,1,1,31.16,34.85,52,12.998,73,142
243,"2011-06-17 15:00:00",2,0,1,1,31.98,34.85,43,15.0013,62,181
355,"2011-06-17 16:00:00",2,0,1,1,31.16,34.09,45,11.0014,69,286
552,"2011-06-17 17:00:00",2,0,1,3,31.16,34.09,40,12.998,85,467
450,"2011-06-17 18:00:00",2,0,1,3,31.16,34.09,40,12.998,62,388
328,"2011-06-17 19:00:00",2,0,1,3,26.24,28.79,83,16.9979,53,275
232,"2011-06-17 20:00:00",2,0,1,1,26.24,29.545,78,7.0015,40,192
208,"2011-06-17 21:00:00",2,0,1,1,26.24,29.545,78,6.0032,49,159
175,"2011-06-17 22:00:00",2,0,1,1,25.42,28.03,88,8.9981,48,127
178,"2011-06-17 23:00:00",2,0,1,1,25.42,28.79,83,8.9981,37,141
104,"2011-06-18 00:00:00",2,0,0,1,25.42,28.03,88,8.9981,21,83
95,"2011-06-18 01:00:00",2,0,0,1,25.42,28.79,83,7.0015,15,80
53,"2011-06-18 02:00:00",2,0,0,1,24.6,27.275,88,0,16,37
20,"2011-06-18 03:00:00",2,0,0,1,24.6,27.275,88,6.0032,4,16
5,"2011-06-18 04:00:00",2,0,0,1,24.6,27.275,88,6.0032,1,4
7,"2011-06-18 05:00:00",2,0,0,1,25.42,28.79,83,0,1,6
27,"2011-06-18 06:00:00",2,0,0,1,25.42,28.79,83,7.0015,9,18
57,"2011-06-18 07:00:00",2,0,0,1,26.24,29.545,78,8.9981,12,45
131,"2011-06-18 08:00:00",2,0,0,1,27.06,30.305,78,6.0032,28,103
218,"2011-06-18 09:00:00",2,0,0,1,28.7,32.575,61,15.0013,62,156
244,"2011-06-18 10:00:00",2,0,0,1,29.52,34.09,62,12.998,68,176
404,"2011-06-18 11:00:00",2,0,0,1,29.52,34.09,62,8.9981,134,270
420,"2011-06-18 12:00:00",2,0,0,1,30.34,34.85,66,6.0032,162,258
327,"2011-06-18 13:00:00",2,0,0,1,31.16,34.85,55,0,135,192
334,"2011-06-18 14:00:00",2,0,0,2,32.8,36.365,46,19.0012,138,196
367,"2011-06-18 15:00:00",2,0,0,2,33.62,37.88,46,8.9981,153,214
468,"2011-06-18 16:00:00",2,0,0,2,31.16,34.85,52,15.0013,193,275
449,"2011-06-18 17:00:00",2,0,0,2,31.16,34.09,48,11.0014,210,239
381,"2011-06-18 18:00:00",2,0,0,2,30.34,34.09,55,12.998,118,263
326,"2011-06-18 19:00:00",2,0,0,2,30.34,33.335,51,7.0015,99,227
188,"2011-06-18 20:00:00",2,0,0,2,29.52,33.335,58,8.9981,61,127
183,"2011-06-18 21:00:00",2,0,0,2,29.52,34.09,66,7.0015,58,125
161,"2011-06-18 22:00:00",2,0,0,2,29.52,34.09,62,8.9981,56,105
150,"2011-06-18 23:00:00",2,0,0,2,29.52,34.09,62,0,53,97
89,"2011-06-19 00:00:00",2,0,0,1,28.7,32.575,65,0,18,71
76,"2011-06-19 01:00:00",2,0,0,2,28.7,32.575,65,6.0032,17,59
72,"2011-06-19 02:00:00",2,0,0,1,27.88,31.82,74,6.0032,13,59
30,"2011-06-19 03:00:00",2,0,0,2,27.06,30.305,78,8.9981,14,16
17,"2011-06-19 04:00:00",2,0,0,2,27.06,31.06,74,8.9981,7,10
19,"2011-06-19 05:00:00",2,0,0,2,27.06,30.305,78,0,7,12
33,"2011-06-19 06:00:00",2,0,0,2,27.06,30.305,78,11.0014,11,22
71,"2011-06-19 07:00:00",2,0,0,2,27.06,30.305,78,11.0014,35,36
84,"2011-06-19 08:00:00",2,0,0,3,27.88,31.82,74,7.0015,25,59
169,"2011-06-19 09:00:00",2,0,0,2,27.88,31.82,74,7.0015,58,111
244,"2011-06-19 10:00:00",2,0,0,2,28.7,32.575,61,7.0015,86,158
377,"2011-06-19 11:00:00",2,0,0,2,29.52,33.335,58,6.0032,141,236
396,"2011-06-19 12:00:00",2,0,0,2,30.34,34.09,55,6.0032,141,255
363,"2011-06-19 13:00:00",2,0,0,2,30.34,33.335,51,0,149,214
317,"2011-06-19 14:00:00",2,0,0,3,30.34,34.09,58,7.0015,124,193
362,"2011-06-19 15:00:00",2,0,0,2,30.34,34.09,55,7.0015,146,216
378,"2011-06-19 16:00:00",2,0,0,2,31.16,34.09,48,0,121,257
397,"2011-06-19 17:00:00",2,0,0,1,30.34,33.335,51,0,159,238
296,"2011-06-19 18:00:00",2,0,0,2,30.34,34.09,58,6.0032,78,218
311,"2011-06-19 19:00:00",2,0,0,1,29.52,34.09,62,8.9981,94,217
232,"2011-06-19 20:00:00",2,0,0,1,28.7,32.575,70,12.998,86,146
167,"2011-06-19 21:00:00",2,0,0,1,27.88,31.82,79,8.9981,57,110
152,"2011-06-19 22:00:00",2,0,0,1,27.06,30.305,78,15.0013,38,114
92,"2011-06-19 23:00:00",2,0,0,1,27.06,30.305,78,12.998,14,78
68,"2011-07-01 00:00:00",3,0,1,1,27.06,31.06,50,0,20,48
31,"2011-07-01 01:00:00",3,0,1,1,27.06,31.06,50,0,15,16
13,"2011-07-01 02:00:00",3,0,1,1,25.42,30.305,69,0,6,7
11,"2011-07-01 03:00:00",3,0,1,1,26.24,31.06,53,0,5,6
6,"2011-07-01 04:00:00",3,0,1,1,25.42,31.06,57,0,1,5
30,"2011-07-01 05:00:00",3,0,1,1,24.6,30.305,64,8.9981,3,27
108,"2011-07-01 06:00:00",3,0,1,1,25.42,30.305,61,8.9981,11,97
243,"2011-07-01 07:00:00",3,0,1,1,27.06,31.06,54,7.0015,25,218
492,"2011-07-01 08:00:00",3,0,1,1,28.7,31.82,42,11.0014,39,453
260,"2011-07-01 09:00:00",3,0,1,1,30.34,32.575,35,11.0014,58,202
170,"2011-07-01 10:00:00",3,0,1,1,31.16,33.335,33,11.0014,61,109
214,"2011-07-01 11:00:00",3,0,1,1,32.8,34.85,26,0,68,146
263,"2011-07-01 12:00:00",3,0,1,1,32.8,34.85,26,0,83,180
292,"2011-07-01 13:00:00",3,0,1,1,32.8,34.09,24,0,83,209
303,"2011-07-01 14:00:00",3,0,1,1,33.62,34.85,23,12.998,78,225
381,"2011-07-01 15:00:00",3,0,1,1,33.62,34.85,21,16.9979,82,299
427,"2011-07-01 16:00:00",3,0,1,1,33.62,34.85,17,0,85,342
461,"2011-07-01 17:00:00",3,0,1,1,33.62,34.85,21,12.998,99,362
422,"2011-07-01 18:00:00",3,0,1,1,32.8,34.09,24,16.9979,98,324
318,"2011-07-01 19:00:00",3,0,1,1,31.98,33.335,25,12.998,80,238
269,"2011-07-01 20:00:00",3,0,1,1,29.52,32.575,42,15.0013,84,185
218,"2011-07-01 21:00:00",3,0,1,1,28.7,31.82,45,12.998,69,149
222,"2011-07-01 22:00:00",3,0,1,1,28.7,31.82,42,0,49,173
140,"2011-07-01 23:00:00",3,0,1,1,27.88,31.82,47,6.0032,44,96
115,"2011-07-02 00:00:00",3,0,0,1,27.88,31.82,47,6.0032,31,84
78,"2011-07-02 01:00:00",3,0,0,1,27.06,31.06,54,0,20,58
52,"2011-07-02 02:00:00",3,0,0,1,26.24,31.06,53,0,9,43
26,"2011-07-02 03:00:00",3,0,0,1,26.24,31.06,53,0,5,21
11,"2011-07-02 04:00:00",3,0,0,1,25.42,30.305,61,0,3,8
14,"2011-07-02 05:00:00",3,0,0,1,23.78,27.275,73,7.0015,1,13
32,"2011-07-02 06:00:00",3,0,0,1,25.42,30.305,69,7.0015,11,21
45,"2011-07-02 07:00:00",3,0,0,1,26.24,30.305,65,0,10,35
132,"2011-07-02 08:00:00",3,0,0,1,27.88,31.82,57,0,38,94
179,"2011-07-02 09:00:00",3,0,0,1,30.34,33.335,51,6.0032,55,124
271,"2011-07-02 10:00:00",3,0,0,1,32.8,35.605,36,0,103,168
357,"2011-07-02 11:00:00",3,0,0,1,32.8,35.605,36,6.0032,144,213
374,"2011-07-02 12:00:00",3,0,0,1,33.62,35.605,30,8.9981,142,232
404,"2011-07-02 13:00:00",3,0,0,1,33.62,35.605,30,7.0015,178,226
392,"2011-07-02 14:00:00",3,0,0,1,34.44,35.605,20,0,177,215
331,"2011-07-02 15:00:00",3,0,0,1,35.26,36.365,19,11.0014,168,163
398,"2011-07-02 16:00:00",3,0,0,1,36.08,37.12,22,15.0013,206,192
349,"2011-07-02 17:00:00",3,0,0,1,34.44,36.365,30,15.0013,179,170
383,"2011-07-02 18:00:00",3,0,0,1,33.62,35.605,30,19.0012,193,190
305,"2011-07-02 19:00:00",3,0,0,1,32.8,34.85,33,15.0013,156,149
284,"2011-07-02 20:00:00",3,0,0,1,31.16,34.09,45,19.0012,136,148
232,"2011-07-02 21:00:00",3,0,0,1,30.34,33.335,48,12.998,95,137
201,"2011-07-02 22:00:00",3,0,0,1,29.52,33.335,51,11.0014,78,123
154,"2011-07-02 23:00:00",3,0,0,1,29.52,33.335,54,19.0012,66,88
144,"2011-07-03 00:00:00",3,0,0,1,28.7,32.575,58,15.0013,47,97
78,"2011-07-03 01:00:00",3,0,0,2,28.7,32.575,61,11.0014,23,55
69,"2011-07-03 02:00:00",3,0,0,1,28.7,32.575,58,12.998,19,50
33,"2011-07-03 03:00:00",3,0,0,3,27.88,31.82,65,6.0032,8,25
5,"2011-07-03 04:00:00",3,0,0,3,27.88,31.82,65,6.0032,3,2
1,"2011-07-03 05:00:00",3,0,0,3,25.42,28.79,83,12.998,0,1
3,"2011-07-03 06:00:00",3,0,0,2,25.42,27.275,94,6.0032,0,3
25,"2011-07-03 07:00:00",3,0,0,2,26.24,28.79,89,12.998,3,22
92,"2011-07-03 08:00:00",3,0,0,1,27.88,31.82,79,15.0013,39,53
181,"2011-07-03 09:00:00",3,0,0,1,28.7,33.335,74,16.9979,82,99
